Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating,Outlet Age,Visibility Efficiency
Low Fat,FDH57,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.035893143,17,124.536,4,1,34.69632069
Low Fat,FDX08,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.022696131,17.1,167.084,4,1,73.61783381
Low Fat,FDY43,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.098803088,19.75,100.833,4,1,10.20545026
Low Fat,FDL44,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.012325122,7.825,62.7826,4,1,50.93872499
Low Fat,FDP20,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.045855273,16.35,165.484,4,1,36.08832511
Low Fat,FDE32,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.048957533,14.6,241.254,4,1,49.27821833
Regular,FDR44,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.103340142,18.6,58.7588,4,1,5.685960834
Regular,FDO56,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.045165796,8.395,99.5042,4,1,22.03087487
Regular,FDD21,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.030693756,9,178.137,4,1,58.03688542
Regular,FDQ55,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.013091186,9.3,106.796,4,1,81.57855216
Regular,FDY56,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.062665642,17.85,213.756,4,1,34.11055774
Regular,FDX56,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.07436116,15.35,218.351,4,1,29.36358174
Low Fat,FDA56,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.008722342,5.695,257.499,4,1,295.2177294
Low Fat,FDQ56,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.105085956,9.6,104.799,4,1,9.972693211
Low Fat,FDZ20,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.058778429,7.895,101.133,4,1,17.20580181
Regular,FDB57,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.01871404,6.615,251.841,4,1,134.5732936
Regular,FDC08,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.102949031,17.35,89.6856,4,1,8.71165072
Regular,FDK08,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.121712459,19.2,153.431,4,1,12.60602253
Regular,FDN08,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.087936752,19.5,158.792,4,1,18.05752389
Regular,FDQ19,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.014295564,8.3,87.1198,4,1,60.94184182
Regular,FDU43,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.057762301,17.75,239.154,4,1,41.40312901
Regular,FDW55,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.021863506,9.695,246.214,4,1,112.6141434
Regular,FDZ31,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.112668963,6.11,131.297,4,1,11.65334237
Regular,FDV20,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.059511812,10.195,118.481,4,1,19.90882079
Low Fat,FDX44,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.043209581,10.3,114.218,4,1,26.43348937
Regular,FDS31,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.044155597,13.65,114.883,4,1,26.01776622
Regular,FDV20,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.104704537,16.35,225.606,4,1,21.5469173
Regular,FDW07,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.142978223,17.1,206.164,4,1,14.4192588
Low Fat,FDP32,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.087652908,6.69,176.837,4,1,20.17468719
Regular,FDL32,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.122657336,10,129.699,4,1,10.57409236
Regular,FDF21,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.098464979,11.6,223.04,4,1,22.65170848
Low Fat,FDU55,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.035967107,16.5,143.913,4,1,40.01239243
Regular,FDY44,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.024442501,8.21,150.539,4,1,61.58903297
Regular,FDF56,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.119647957,12.6,167.118,4,5,13.96747627
Low Fat,FDA32,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.052691046,12.6,145.713,4,5,27.65422421
Low Fat,FDA19,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.058778429,12.6,47.4034,4,5,8.064761309
Low Fat,FDI32,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.305305397,12.6,158.96,4,5,5.206589912
Regular,FDK20,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.072762086,12.6,35.2874,4,5,4.849696035
Regular,FDR32,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.150238656,12.6,127.102,4,5,8.460006458
Low Fat,FDJ32,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.057792343,12.6,218.217,4,5,37.75880829
Low Fat,FDC44,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.172596885,12.6,120.71,4,5,6.993753103
Low Fat,FDC32,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.099309997,12.6,98.97,4,5,9.965764071
Low Fat,FDA44,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.053330653,12.6,162.655,4,5,30.49934528
Low Fat,FDO32,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.121225455,12.6,53.3298,4,5,4.399224569
Low Fat,FDB21,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.149360698,12.6,248.375,4,5,16.62920724
Regular,FDR32,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.085981978,12.6,222.846,4,5,25.91775686
Regular,FDU44,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.058756205,12.6,184.229,4,5,31.35481606
Regular,FDD56,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.104365283,12.6,40.0454,4,5,3.837042247
Regular,FDS32,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.029821648,12.6,47.1402,4,5,15.8073759
Regular,FDI08,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.066672058,12.6,123.541,4,5,18.52965151
Low Fat,FDD45,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.116226984,12.6,82.3908,4,5,7.088784133
Low Fat,FDU32,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.025962714,12.6,253.036,4,5,97.46130547
Low Fat,FDI32,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.174340475,12.6,97.2384,4,5,5.577500004
Regular,FDN56,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.107036943,12.6,123.041,4,5,11.49519003
Regular,FDZ08,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.109971578,12.6,100.933,4,5,9.178098727
Regular,FDQ55,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.013035609,12.6,125.934,4,5,96.60768438
Regular,FDX32,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.099839365,12.6,34.8558,4,5,3.49118807
Regular,FDZ31,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.113195815,12.6,143.781,4,5,12.70197136
Low Fat,FDD57,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.037492325,12.6,184.661,4,5,49.25301378
Low Fat,FDI56,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.093307668,12.6,157.56,4,5,16.886072
Low Fat,FDQ44,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.036110222,12.6,45.7428,4,5,12.66754882
Regular,FDL32,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.058778429,12.6,132.963,4,5,22.62105372
Regular,FDO31,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.028958563,12.6,167.282,4,5,57.7659879
Low Fat,FDI56,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.093765794,12.6,248.809,4,5,26.53515631
Low Fat,FDD45,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.116722514,12.6,39.1848,4,5,3.357090133
Regular,FDR56,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.101176316,12.6,121.044,4,5,11.96366944
Regular,FDA55,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.057221177,12.6,97.2726,4,5,16.99940566
Low Fat,FDY07,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.058778429,12.6,143.813,4,5,24.466969
Regular,FDX07,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.022807826,12.6,156.529,4,5,68.6295134
Regular,FDY56,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.062109174,12.6,83.6224,4,5,13.4637759
Regular,FDY56,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.062508438,12.6,173.742,4,5,27.79496746
Low Fat,FDA44,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.089083914,12.6,250.909,4,5,28.16546655
Low Fat,FDT08,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.04929502,12.6,112.918,4,5,22.90657352
Regular,FDR19,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.159587755,12.6,154.463,4,5,9.678875425
Low Fat,FDE45,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.040357315,12.6,258.728,4,5,64.10931946
Low Fat,FDF09,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.012167793,12.6,158.429,4,5,130.2035628
Low Fat,FDE57,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.036341539,12.6,182.527,4,5,50.22544587
Low Fat,FDW08,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.148612263,12.6,223.477,4,5,15.03758812
Low Fat,FDG32,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.308145448,12.6,225.272,4,5,7.310573674
Regular,FDZ32,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.066765523,12.6,101.202,4,5,15.1578233
Low Fat,FDB45,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.021329793,12.6,115.947,4,5,54.35917733
Regular,FDW43,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.022425236,12.6,242.651,4,5,108.2044354
Low Fat,FDZ20,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.034501016,12.6,237.356,4,5,68.79681456
Low Fat,FDM56,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.070588621,12.6,247.009,4,5,34.99275046
Regular,FDR55,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.132351411,12.6,191.05,4,5,14.43505578
Regular,FDR44,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.103503049,12.6,98.1042,4,5,9.478387443
Regular,FDV20,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.058778429,12.6,182.161,4,5,30.99113112
Regular,FDH56,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.063805139,12.6,45.4718,4,5,7.126667336
Regular,FDU31,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.02498633,12.6,96.6094,4,5,38.66490197
Low Fat,FDA43,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.108253944,12.6,167.482,4,5,15.47121461
Regular,FDQ08,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.031685529,12.6,261.091,4,5,82.40070728
Regular,FDT32,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.10985775,12.6,88.5856,4,5,8.063664147
Low Fat,FDU07,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.059797172,12.6,252.272,4,5,42.18794829
Low Fat,FDI32,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.174228338,12.6,186.692,4,5,10.71536365
Regular,FDQ31,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.054066567,12.6,224.006,4,5,41.43151904
Regular,FDG08,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.166032929,12.6,183.992,4,5,11.08165718
Regular,FDO19,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.016664252,13.35,230.535,3.9,6,138.3410429
Low Fat,FDI20,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.038377013,14.6,196.508,3.9,6,51.20461043
Low Fat,FDE09,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.021498768,12.6,107.694,3.9,5,50.09310301
Low Fat,FDJ32,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.057512481,17.5,174.874,3.9,7,30.40626955
Low Fat,FDN32,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.015485016,12.6,128.068,3.9,5,82.70446734
Low Fat,FDZ56,Fruits and Vegetables,2011,OUT010,Tier 3,Small,Grocery Store,0.025612348,6.42,178.1,3.9,12,69.53677187
Low Fat,FDQ20,Fruits and Vegetables,2015,OUT045,Tier 2,Small,Supermarket Type1,0.029640604,19.6,153.302,3.9,8,51.72026859
Regular,FDX07,Fruits and Vegetables,2015,OUT045,Tier 2,Small,Supermarket Type1,0.058778429,9.195,106.162,3.9,8,18.06138779
Low Fat,FDR07,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.077367431,19.35,172.574,3.9,6,22.30576843
Regular,FDW43,Fruits and Vegetables,2015,OUT045,Tier 2,Small,Supermarket Type1,0.022460102,5.905,222.546,3.9,8,99.08503532
Regular,FDK20,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.041622264,7.76,101.87,3.9,7,24.474882
Low Fat,FDQ56,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.105577348,16.75,187.956,3.9,1,17.80268245
Low Fat,FDZ56,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.025715562,17.7,95.041,3.9,6,36.95855451
Low Fat,FDY31,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.04363058,9.3,90.8172,3.9,3,20.81503386
Regular,FDR32,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.058778429,16.6,177.634,3.9,11,30.22095061
Regular,FDT32,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.065735977,13.1,178.832,3.9,9,27.2045854
Low Fat,FDB09,Fruits and Vegetables,2015,OUT045,Tier 2,Small,Supermarket Type1,0.100493148,11.3,198.143,3.9,8,19.71706568
Regular,FDT07,Fruits and Vegetables,2015,OUT045,Tier 2,Small,Supermarket Type1,0.135375727,16.1,189.385,3.9,8,13.98958323
Low Fat,FDH08,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.01742908,12.6,126.202,3.9,5,72.40887069
Low Fat,FDR08,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.037622954,7.09,47.9034,3.9,6,12.73249304
Low Fat,FDI20,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.03856376,12.6,125.268,3.9,5,32.48334706
Low Fat,FDM32,Fruits and Vegetables,2015,OUT045,Tier 2,Small,Supermarket Type1,0.020605032,10.6,86.1224,3.9,8,41.79678051
Regular,FDF56,Fruits and Vegetables,2015,OUT045,Tier 2,Small,Supermarket Type1,0.119462225,18,87.4514,3.9,8,7.320422837
Low Fat,FDN44,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.022924552,10.1,200.208,3.9,7,87.33344058
Low Fat,FDA32,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.058778429,18.25,196.845,3.9,7,33.4893265
Low Fat,FDO32,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.120788077,6.65,128.868,3.9,6,10.66893382
Low Fat,FDI20,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.038641968,7.93,123.241,3.9,1,31.89304437
Regular,FDN56,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.107274301,13.65,211.59,3.9,8,19.72420216
Regular,FDV56,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.013623294,17.25,253.172,3.9,3,185.8375808
Regular,FDU20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.021501067,7.55,152.734,3.9,11,71.03554442
Regular,FDV19,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.03525037,17.25,99.2068,3.9,12,28.14347764
Low Fat,FDE09,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.036159635,13.8,55.893,3.9,12,15.45729098
Regular,FDO56,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.075291577,4.785,119.71,3.9,8,15.89952087
Low Fat,FDX44,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.042930789,17.35,80.5618,3.9,9,18.7655065
Low Fat,FDG57,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.072238195,16.7,57.4562,3.9,7,7.95371479
Low Fat,FDA44,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.053439522,17.7,184.129,3.9,12,34.45558514
Low Fat,FDS07,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.100164204,6.38,178.334,3.9,1,17.80416485
Low Fat,FDF32,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.058778429,15.7,110.154,3.9,11,18.74054851
Regular,FDF08,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.058778429,15.1,131.994,3.9,3,22.45619732
Regular,FDU19,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.046962004,14.3,210.359,3.9,11,44.79344621
Regular,FDG56,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.071106549,10.3,188.653,3.9,12,26.53103021
Regular,FDH45,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.105646853,20.85,192.748,3.9,9,18.2445567
Low Fat,FDB08,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.031151714,15.5,41.577,3.9,6,13.34661714
Regular,FDT55,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.058778429,11.6,57.9272,3.9,8,9.855180036
Low Fat,FDC20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.023971463,12.15,165.018,3.9,11,68.83935286
Low Fat,FDT43,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.020547951,15.7,177.966,3.9,11,86.61009558
Low Fat,FDD57,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.022399592,16.2,260.328,3.9,11,116.219974
Regular,FDQ07,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.087406863,9.3,123.239,3.9,11,14.09946494
Regular,FDX56,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.074059474,9.695,158.86,3.9,11,21.45032788
Low Fat,FDQ20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.029845243,8.02,157.597,3.9,11,52.80473005
Regular,FDP08,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.113045883,14.15,197.111,3.9,11,17.43637139
Low Fat,FDY31,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.043554614,20.25,232.762,3.9,11,53.44141036
Low Fat,FDR43,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.161458973,9.06,213.256,3.9,11,13.20806122
Low Fat,FDA19,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.092272132,7.315,153.434,3.9,11,16.62842254
Low Fat,FDX20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.042524835,9.395,85.025,3.9,11,19.99419868
Low Fat,FDA56,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.008757492,17.7,182.427,3.9,11,208.3096393
Low Fat,FDB33,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.014568036,7.535,120.344,3.9,11,82.60825275
Low Fat,FDL44,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.012264903,15.7,182.763,3.9,11,149.0130008
Regular,FDG56,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0713931,20.2,197.311,3.9,11,27.63726467
Regular,FDF08,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.065153295,6.575,145.744,3.9,11,22.3693982
Low Fat,FDM32,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.020688969,9.895,115.349,3.9,11,55.75386574
Regular,FDT19,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.145631695,17.1,141.384,3.9,11,9.708326199
Low Fat,FDB32,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.023339367,14.15,196.411,3.9,11,84.15438174
Low Fat,FDS08,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.056685383,16.7,180.998,3.9,11,31.93027733
Regular,FDR32,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.085392428,17.35,147.905,3.9,11,17.32062239
Low Fat,FDM20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.058778429,14.85,158.263,3.9,11,26.92535386
Low Fat,FDU55,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.035984104,12.6,216.319,3.9,5,60.11515529
Low Fat,FDH57,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.035747522,12.6,197.877,3.9,5,55.35404664
Low Fat,FDL08,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.049677651,12.6,104.433,3.9,5,21.02212925
Low Fat,FDP19,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.173516063,12.6,253.301,3.9,5,14.59812974
Regular,FDF21,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.058918844,12.6,247.278,3.9,5,41.9692552
Regular,FDR19,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.159968994,12.6,126.699,3.9,5,7.92022234
Low Fat,FDZ44,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.038729057,12.6,116.683,3.9,5,30.12802506
Low Fat,FDA56,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.008764786,12.6,55.7614,3.9,5,63.61980772
Regular,FDW55,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.021969896,12.6,36.3874,3.9,5,16.56239065
Low Fat,FDV32,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.088888291,12.6,109.46,3.9,5,12.31433283
Low Fat,FDG45,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.12829573,12.6,223.84,3.9,5,17.44719018
Low Fat,FDS20,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.053976156,12.6,142.779,3.9,5,26.45223569
Low Fat,FDN31,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.073029341,12.6,195.548,3.9,5,26.77663489
Low Fat,FDC44,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.172946916,12.6,250.772,3.9,5,14.49994055
Low Fat,FDX19,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.097280981,12.6,105.694,3.9,5,10.86481642
Regular,FDU19,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.046866331,12.6,44.0402,3.9,5,9.396980532
Regular,FDT56,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.115826834,12.6,150.871,3.9,5,13.02556539
Regular,FDG56,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.071856726,12.6,60.0194,3.9,5,8.352648853
Low Fat,FDB32,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.023448504,12.6,247.809,3.9,5,105.6822218
Low Fat,FDI56,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.156307983,12.6,120.907,3.9,5,7.735177544
Regular,FDA07,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.051794958,12.6,229.369,3.9,5,44.28404016
Low Fat,FDN31,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.072820885,12.6,63.6484,3.9,5,8.740404624
Regular,FDK08,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.122202946,16.6,118.812,3.9,7,9.7225152
Low Fat,FDC56,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.122015744,10.695,61.4536,3.9,7,5.036530368
Regular,FDG20,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.126199917,20.2,123.605,3.9,7,9.794380451
Regular,FDG09,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.048131556,11.65,113.386,3.9,7,23.55751807
Low Fat,FDE32,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.048522793,15.1,159.26,3.9,7,32.82168856
Low Fat,FDG44,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.058778429,7.405,89.9146,3.9,7,15.29721048
Low Fat,FDL44,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.012215675,8.355,148.042,3.9,7,121.1901921
